cpa,interview_score,CV_score,num_projects,years_experience,KPI
2.71,3.89,2.9,6,20.09,0.4103
3.01,4.69,3.24,3,1.44,0.2787
2.29,5.12,3.22,10,14.74,0.429
3.44,5.56,4.56,2,8.49,0.4612
3.5,7.46,4.63,6,19.7,0.6376
3.99,7.19,4.64,7,15.34,0.5459
2.8,4.01,4.01,3,9.02,0.357
3.21,4.71,3.82,1,1.16,0.2926
2.58,5.19,3.68,5,14.44,0.4538
3.19,5.51,4.95,2,7.18,0.4099
2.59,5.75,3.5,6,21.51,0.4862
2.31,1.56,1.56,0,0.0,0.0
3.18,6.48,5.34,7,15.77,0.5972
2.81,4.07,0.92,3,3.87,0.2437
3.07,4.2,2.98,6,11.27,0.4558
2.48,1.07,1.63,10,18.55,0.2052
2.55,5.79,3.76,7,19.07,0.4105
3.34,4.47,4.49,10,19.37,0.558
3.37,6.79,4.02,3,4.74,0.5305
2.0,2.12,0.13,6,9.67,0.1581
2.97,5.21,2.41,7,16.89,0.3755
3.42,6.93,5.61,9,14.58,0.5646
3.29,6.43,6.43,8,13.87,0.5921
2.73,5.95,3.05,2,5.66,0.3857
2.46,3.4,1.88,4,0.08,0.1442
3.53,7.78,3.89,5,12.16,0.6437
2.92,7.01,3.97,2,4.09,0.4305
2.98,6.89,2.64,10,16.31,0.5691
3.3,5.98,3.6,8,18.0,0.7252
2.32,0.84,3.19,8,17.68,0.429
2.3,2.75,2.1,11,19.61,0.4144
2.85,5.37,3.24,7,11.0,0.4582
3.43,4.97,3.04,4,15.02,0.5008
3.44,8.22,6.0,6,11.17,0.5874
2.92,4.12,3.35,4,10.93,0.4023
2.53,4.45,0.67,7,15.33,0.4176
3.67,8.3,4.43,7,21.0,0.6911
2.29,2.26,1.89,1,0.41,0.1283
2.64,3.42,2.43,9,17.15,0.3951
3.43,6.82,4.99,3,8.39,0.4957
3.11,5.85,3.55,6,19.61,0.6011
3.82,9.1,9.1,9,19.2,0.8021
3.74,5.85,4.24,3,7.67,0.4726
2.75,5.07,2.68,6,10.63,0.3839
2.81,4.05,4.05,2,9.1,0.3423
3.15,6.82,5.56,11,18.2,0.5357
3.29,4.6,2.62,10,21.38,0.5995
2.4,1.24,3.1,2,1.68,0.1746
2.97,3.25,1.96,12,20.63,0.3751
3.38,6.84,5.44,2,2.06,0.3295
2.92,4.86,3.8,3,0.99,0.2556
2.28,3.49,2.0,1,1.04,0.1097
2.96,5.93,4.01,8,18.33,0.5359
3.07,4.97,3.72,5,6.83,0.4152
2.73,3.84,3.26,8,15.26,0.4664
2.18,4.05,1.39,9,15.23,0.3604
3.42,7.89,4.26,1,3.96,0.4494
3.07,5.35,5.35,4,11.7,0.4733
2.89,4.82,1.68,2,5.09,0.269
3.21,8.82,4.03,8,15.07,0.529
2.7,3.51,3.51,2,8.01,0.301
2.93,4.77,2.12,4,8.75,0.3969
3.23,6.77,3.46,4,8.36,0.4708
2.96,4.81,4.81,3,10.62,0.4182
3.82,9.08,9.08,10,19.16,0.8065
2.99,4.01,4.36,3,10.99,0.4225
2.73,3.74,2.54,5,12.79,0.4286
3.17,2.81,1.22,4,5.57,0.3168
2.95,3.54,2.6,4,14.92,0.3785
3.74,8.7,8.7,11,18.39,0.7828
2.58,5.35,1.78,3,2.06,0.2682
2.33,4.12,3.71,6,12.4,0.3799
2.36,2.62,1.13,2,1.57,0.0773
3.4,7.32,5.25,1,3.65,0.4251
2.56,4.33,1.95,8,19.69,0.4366
3.11,7.46,3.98,10,17.53,0.5633
3.3,5.33,3.1,3,5.29,0.3381
3.19,3.98,1.46,9,17.32,0.3986
2.88,5.61,4.04,4,9.05,0.331
2.19,5.29,3.05,2,1.62,0.2491
3.24,5.08,4.5,6,14.22,0.5052
2.15,0.66,2.03,5,10.69,0.2306
3.09,3.99,2.64,1,2.25,0.197
2.68,6.44,3.0,4,14.3,0.4518
2.79,2.01,2.0,2,1.78,0.1573
2.58,2.16,2.23,5,13.08,0.3181
2.63,4.25,3.03,9,19.18,0.5104
2.52,2.22,1.4,11,20.58,0.5225
3.2,6.94,4.52,4,6.32,0.4855
2.78,5.8,4.93,8,16.81,0.4185
3.07,5.7,5.18,7,16.79,0.5274
3.34,5.31,4.47,3,2.68,0.4238
3.68,5.39,3.61,2,6.4,0.4003
2.83,6.49,4.56,2,2.55,0.375
2.79,5.31,3.36,4,11.31,0.4388
2.25,3.0,0.81,4,11.57,0.2296
3.19,6.6,2.31,2,4.1,0.3035
3.55,6.46,4.2,3,4.69,0.5002
3.19,5.95,5.95,7,12.9,0.5481
3.76,6.71,3.96,6,19.49,0.6869
2.82,7.46,4.81,2,2.11,0.3176
2.63,5.53,4.21,5,11.9,0.4114
2.99,5.28,3.42,4,4.91,0.1783
3.2,5.55,5.11,3,10.13,0.4619
3.27,4.85,5.02,7,21.04,0.5947
2.02,0.08,0.08,0,0.0,0.0
3.22,3.95,3.75,3,8.89,0.4953
2.5,0.89,1.7,4,10.74,0.2806
3.53,6.18,3.52,3,7.75,0.2823
3.54,6.52,4.9,4,8.56,0.5252
3.53,5.37,3.77,9,14.66,0.6588
3.27,5.47,3.46,1,0.43,0.2631
2.18,3.38,2.42,6,18.35,0.3869
3.12,6.84,3.4,6,8.91,0.4225
3.33,6.7,4.84,3,4.55,0.4047
2.62,2.66,1.17,10,17.45,0.3622
2.75,2.57,2.04,2,6.35,0.2352
2.89,5.81,4.1,3,2.92,0.3615
3.07,6.42,3.89,10,20.0,0.6358
3.66,8.32,8.32,6,17.63,0.7205
2.48,4.64,2.42,2,1.82,0.1394
3.01,7.31,4.95,3,5.4,0.4498
2.47,4.16,1.61,8,12.96,0.3087
2.72,3.64,2.04,4,4.12,0.2397
2.46,4.66,2.82,1,5.34,0.1408
3.92,7.31,6.07,3,2.29,0.5538
2.55,5.6,2.6,13,21.63,0.5008
3.38,6.8,2.66,5,14.0,0.5304
3.79,5.45,4.94,1,1.07,0.3741
2.74,1.48,3.21,5,11.97,0.3957
2.78,4.81,2.85,1,1.94,0.2512
2.19,2.24,1.44,5,10.17,0.3117
3.06,7.13,4.66,11,18.42,0.6881
2.39,4.61,3.53,10,19.56,0.4679
3.9,8.19,5.04,4,14.87,0.5443
2.96,2.89,2.39,4,6.64,0.2479
2.27,1.6,0.92,2,1.21,0.0477
3.42,7.06,3.79,4,13.29,0.4973
3.4,5.1,4.99,4,8.79,0.4681
3.45,6.36,3.38,9,21.08,0.6527
3.38,4.27,4.83,5,8.21,0.4095
3.61,6.83,6.39,4,12.29,0.6747
2.94,4.84,3.13,11,19.98,0.6492
3.33,6.67,6.67,9,14.35,0.617
2.4,5.9,2.26,4,9.79,0.4212
3.18,8.12,4.77,3,0.69,0.3374
3.11,6.01,4.68,6,13.34,0.5393
2.99,3.3,2.43,5,18.55,0.413
3.18,5.29,4.86,1,1.9,0.2665
2.83,4.48,3.1,3,10.27,0.3418
3.59,7.08,3.41,1,6.24,0.46
3.12,4.22,3.59,1,2.22,0.2333
3.35,5.52,3.47,6,13.92,0.5748
2.53,5.55,4.22,3,5.3,0.3481
2.98,4.74,2.16,9,19.68,0.4701
3.07,5.37,5.37,5,11.74,0.486
3.0,8.06,3.67,8,13.6,0.6047
2.98,3.67,1.68,3,12.15,0.4071
3.52,7.45,5.07,1,0.54,0.37
2.91,2.67,1.99,1,1.5,0.0779
2.84,5.6,1.39,2,9.11,0.4025
3.94,9.72,9.72,10,20.44,0.8555
3.27,7.58,4.7,10,15.61,0.6608
3.78,7.61,3.54,11,20.12,0.7675
3.16,5.21,4.07,5,7.97,0.4447
2.97,5.97,3.69,6,18.27,0.5762
3.27,6.24,4.48,6,12.35,0.5325
3.11,5.73,2.69,10,17.59,0.5482
2.15,0.76,0.76,0,0.0,0.0
3.41,4.72,1.89,1,2.04,0.2928
2.57,2.52,0.82,3,7.48,0.1813
2.59,5.29,2.08,2,1.26,0.2051
3.11,6.06,3.91,2,0.06,0.2665
2.68,1.91,1.66,7,14.54,0.4292
2.77,4.92,3.73,5,11.2,0.4035
3.23,7.6,4.72,4,4.68,0.3873
2.53,4.35,1.42,9,21.64,0.3242
2.98,5.85,3.76,3,7.29,0.4352
3.07,6.66,4.34,6,13.43,0.604
3.3,6.34,4.76,4,12.92,0.5531
2.85,3.3,2.58,5,11.87,0.4059
3.1,6.24,3.37,8,13.73,0.4629
3.52,7.74,6.79,7,8.75,0.6224
3.04,4.43,4.82,2,1.97,0.4325
2.4,4.33,3.79,10,15.9,0.3917
2.77,4.8,3.65,5,8.9,0.3847
3.11,7.69,4.71,3,6.04,0.3971
3.55,7.45,3.96,1,2.54,0.362
2.67,5.55,2.91,10,19.68,0.5102
2.94,3.22,1.98,10,20.69,0.5145
2.42,2.12,2.12,0,0.0,0.0
3.76,6.35,4.8,5,7.03,0.4675
3.1,6.1,3.42,7,15.63,0.5577
3.09,6.09,3.75,7,18.51,0.5143
3.6,8.0,8.0,9,16.99,0.718
3.65,6.61,4.28,4,14.22,0.5023
3.18,6.28,4.82,9,20.7,0.6074
2.98,5.58,4.04,6,14.32,0.547
3.0,6.64,4.59,1,1.69,0.4827
3.22,5.98,2.8,2,4.54,0.3023
2.28,3.38,0.01,6,14.94,0.2368
2.97,5.6,3.72,2,6.66,0.3699
2.78,3.91,2.83,5,9.95,0.4043
3.09,5.47,5.47,3,11.94,0.4687
2.98,6.3,2.11,9,19.98,0.5543
2.84,2.69,2.43,7,14.93,0.394
2.52,3.53,3.07,10,18.74,0.3953
3.09,6.9,3.05,2,9.26,0.4295
3.12,6.88,2.26,11,19.99,0.6843
2.34,4.45,3.29,10,20.38,0.4386
2.0,2.64,1.55,2,6.31,0.0429
2.55,2.4,2.17,4,5.77,0.2756
2.69,5.0,2.82,5,0.8,0.2538
3.48,9.46,5.85,2,8.74,0.4996
3.13,5.63,5.63,7,12.26,0.5236
3.56,7.54,5.03,6,17.87,0.504
2.85,4.75,4.18,10,16.36,0.5967
2.49,3.71,1.99,1,5.83,0.1975
2.44,2.35,2.7,5,15.44,0.319
3.35,7.47,4.96,6,15.07,0.4766
2.57,1.68,2.75,8,18.36,0.4521
2.97,4.1,1.75,6,20.48,0.4288
2.31,2.79,2.74,5,14.13,0.3722
3.46,5.76,2.41,5,16.23,0.4719
2.75,4.55,1.85,1,0.1,0.1771
3.45,7.27,7.27,10,15.55,0.6688
3.24,5.97,2.41,5,7.29,0.4312
2.9,3.92,1.75,11,17.65,0.4918
3.37,6.85,6.85,7,14.71,0.617
2.76,4.99,3.6,2,3.0,0.3539
2.55,2.77,2.77,0,0.0,0.0
2.81,2.87,2.15,4,6.36,0.3752
3.51,7.48,6.16,8,17.49,0.6827
2.57,7.74,3.21,9,15.07,0.5826
2.95,4.87,2.26,11,20.84,0.4976
3.36,6.78,4.68,8,12.74,0.5876
2.67,2.67,2.9,11,18.59,0.4577
3.16,3.5,3.28,7,13.06,0.3703
3.84,7.41,4.4,4,6.82,0.5192
3.83,6.47,6.32,4,3.93,0.5837
3.14,4.69,4.31,5,11.03,0.4328
2.54,2.93,1.17,4,10.75,0.2075
3.8,8.34,3.58,3,4.13,0.4369
2.35,3.97,2.65,4,11.3,0.4324
2.36,3.08,3.35,6,9.48,0.2944
2.63,5.13,4.35,4,13.66,0.4156
2.84,6.27,5.25,4,11.04,0.5101
3.8,9.8,4.97,12,19.38,0.7702
3.04,4.8,3.48,1,3.81,0.1648
2.61,2.88,1.93,4,9.09,0.3265
2.56,4.63,3.61,11,17.07,0.6038
3.53,7.89,4.5,9,16.8,0.6086
2.14,0.7,0.7,0,0.0,0.0
2.68,4.48,3.41,6,16.93,0.4682
3.78,6.73,4.29,2,3.37,0.4675
2.76,2.72,1.69,9,20.07,0.4558
3.36,7.56,5.66,4,13.23,0.5724
2.45,7.43,4.83,6,19.63,0.5455
3.13,5.83,5.38,2,2.78,0.3102
3.5,5.71,4.9,1,1.32,0.5245
3.0,3.56,3.79,11,20.92,0.5072
2.77,3.85,3.85,2,8.7,0.327
3.4,7.19,4.55,5,10.99,0.5946
3.06,5.59,3.63,7,16.64,0.5161
3.03,6.78,3.8,9,19.01,0.6035
3.07,5.33,4.29,4,13.24,0.4404
3.44,7.25,3.28,10,20.37,0.5844
2.42,3.22,3.63,2,2.42,0.1835
3.79,7.88,3.85,2,1.28,0.5345
2.0,0.0,0.0,0,0.0,0.0
3.59,6.61,5.18,10,14.22,0.5523
2.89,5.54,3.6,5,17.98,0.4503
3.1,5.35,4.14,2,6.62,0.3727
3.61,8.04,8.04,7,17.07,0.7073
2.47,5.82,1.57,8,17.52,0.5661
2.88,5.89,2.91,8,15.19,0.524
2.84,4.68,2.17,4,9.9,0.327
3.33,6.21,3.14,1,4.48,0.477
3.63,5.69,5.23,7,17.88,0.6862
3.64,8.22,8.22,10,17.43,0.7407
3.52,5.69,3.75,3,4.77,0.4837
2.81,4.62,1.97,5,17.25,0.452
3.27,5.45,3.83,1,3.27,0.3574
3.42,8.05,3.71,1,3.23,0.4112
3.39,7.01,4.74,1,3.0,0.4109
3.2,5.72,3.7,13,21.03,0.6148
3.65,7.14,3.84,4,13.86,0.6303
2.51,5.67,3.27,1,2.86,0.316
3.6,6.4,2.92,4,5.48,0.4677
3.13,5.6,2.96,9,13.37,0.4848
3.21,6.47,3.34,5,12.01,0.5441
3.56,7.8,7.8,5,16.59,0.6712
3.14,7.07,4.9,2,3.62,0.4072
3.3,7.71,4.56,5,15.43,0.5925
3.09,4.32,3.39,7,9.82,0.4233
3.27,4.61,2.7,11,20.01,0.5936
2.82,5.1,2.33,4,8.9,0.4354
2.35,5.94,2.95,5,5.3,0.3278
2.68,5.47,3.11,5,11.36,0.402
2.35,3.79,2.78,9,18.85,0.4867
2.74,5.57,4.59,8,19.5,0.5179
3.13,5.33,3.26,4,7.15,0.406
2.86,0.0,1.24,4,7.42,0.2805
2.08,4.76,1.82,3,11.56,0.232
3.25,5.69,5.9,1,5.03,0.3867
3.18,5.94,3.61,3,2.92,0.293
3.46,5.05,4.62,6,14.86,0.4905
2.24,1.18,1.18,0,0.0,0.0
3.35,5.64,2.82,5,9.96,0.4725
3.39,7.88,4.69,3,5.7,0.4427
3.21,8.49,3.28,6,13.14,0.4794
2.28,2.58,0.78,6,14.79,0.2622
3.25,4.8,1.78,5,16.48,0.5074
3.39,6.73,3.71,6,15.17,0.5086
2.48,2.38,2.38,0,0.0,0.0
3.0,6.28,4.28,3,9.5,0.3496
2.83,3.41,1.53,3,3.76,0.2011
2.69,3.45,3.45,0,0.0,0.0268
2.76,6.09,4.44,3,5.74,0.3997
2.88,5.73,4.75,7,15.9,0.5538
2.18,0.9,0.9,0,0.0,0.0
2.75,3.77,3.77,5,8.54,0.3636
3.04,4.64,3.4,4,14.73,0.4428
2.69,3.19,1.73,13,21.26,0.5203
3.69,8.44,8.44,6,17.87,0.7297
2.83,2.53,2.43,9,17.73,0.3871
2.75,4.25,1.2,7,16.48,0.4332
3.6,7.81,5.84,4,12.73,0.7437
3.24,7.03,4.15,3,6.04,0.4326
2.0,1.05,2.18,8,18.04,0.2721
3.42,7.81,5.21,9,18.33,0.7023
2.82,3.6,1.45,2,1.6,0.1976
2.52,4.54,3.81,4,12.02,0.3132
2.35,2.07,0.0,6,19.55,0.2576
3.42,7.33,5.14,1,1.51,0.366
2.99,4.95,4.95,4,10.9,0.4426
2.97,5.48,2.21,1,1.38,0.318
3.14,7.42,4.39,1,4.77,0.4351
2.42,5.73,3.17,6,10.58,0.4281
2.67,4.88,3.07,3,6.28,0.2678
3.24,6.87,5.0,12,19.84,0.6163
2.55,4.32,3.04,3,11.18,0.3629
3.11,5.57,2.16,0,0.67,0.0321
2.99,4.97,4.97,5,10.94,0.4554
3.08,5.84,2.55,12,20.52,0.5413
2.7,4.35,2.37,4,4.02,0.283
2.77,3.83,3.83,3,8.66,0.3432
3.34,5.45,1.81,4,14.64,0.4665
2.5,1.87,3.5,11,21.14,0.5138
2.94,4.81,2.27,3,11.09,0.4178
2.87,3.7,0.89,3,10.65,0.3497
3.03,5.17,5.17,4,11.34,0.4595
2.93,8.58,3.45,6,19.71,0.6899
3.79,4.62,4.28,7,13.85,0.6858
3.12,4.18,4.78,7,16.85,0.5446
3.58,7.07,4.24,4,0.82,0.4018
2.81,4.37,2.55,1,4.66,0.2614
2.96,4.98,3.48,10,17.44,0.6073
3.22,6.66,4.04,5,10.88,0.4803
2.74,2.98,2.05,12,19.62,0.4908
3.64,8.18,8.18,10,17.35,0.7376
2.94,3.32,2.38,5,10.59,0.335
3.05,3.8,2.04,9,14.98,0.5009
3.45,4.34,3.36,8,16.95,0.4792
2.91,5.36,3.65,10,20.87,0.525
3.49,7.49,5.95,9,17.36,0.755
3.11,4.17,3.17,2,4.54,0.378
2.49,4.96,3.75,5,0.19,0.3549
2.57,4.65,3.06,10,16.68,0.5091
3.53,8.13,5.73,1,3.55,0.4278
2.95,3.13,3.91,6,10.06,0.3244
2.36,3.83,4.49,5,15.59,0.369
3.43,7.17,7.17,4,15.35,0.6125
3.06,6.1,2.62,6,12.0,0.4244
3.48,8.84,5.13,4,4.85,0.4631
2.79,3.12,2.29,6,18.33,0.4381
3.12,4.67,4.1,1,1.29,0.2825
3.4,6.85,5.79,6,17.52,0.599
2.81,3.85,2.56,7,9.89,0.3493
2.81,4.36,2.43,5,7.4,0.3875
2.97,5.12,2.3,4,13.53,0.4357
3.39,8.14,4.95,4,14.86,0.5852
2.58,6.15,0.62,4,0.74,0.2503
2.91,6.09,3.56,4,9.89,0.4249
2.52,3.39,3.26,6,16.06,0.4969
3.06,8.3,4.7,7,13.97,0.4593
2.0,2.02,1.95,12,21.2,0.254
3.27,7.19,5.02,5,9.27,0.5693
3.17,5.54,3.87,6,17.13,0.5167
2.21,0.77,1.14,7,14.63,0.3501
2.46,5.84,3.88,2,6.71,0.4024
2.32,4.05,0.55,7,20.17,0.3742
3.69,9.26,5.59,2,1.82,0.5096
3.27,6.79,3.64,3,0.86,0.3659
3.2,6.02,3.84,10,18.36,0.5903
3.47,7.4,4.59,3,9.49,0.6637
3.19,6.3,4.61,4,13.74,0.4489
2.78,3.81,2.02,5,14.19,0.3893
2.44,2.71,0.88,2,4.28,0.1359
3.23,5.84,4.08,1,6.12,0.4147
2.79,5.41,4.99,9,13.85,0.552
2.99,4.17,4.13,4,5.73,0.3326
2.95,6.17,4.01,6,16.84,0.4806
3.43,8.42,4.61,7,16.17,0.7248
3.24,7.01,2.83,7,20.64,0.5757
3.07,4.94,2.41,11,18.96,0.5804
3.1,5.65,3.6,9,15.48,0.588
3.15,6.81,4.33,1,1.99,0.3733
3.69,8.5,5.85,2,2.39,0.5467
2.47,3.45,4.65,6,20.55,0.4364
3.69,8.13,4.31,3,12.02,0.6079
3.24,7.29,4.45,4,8.78,0.4635
2.77,1.37,2.68,7,15.03,0.3621
3.53,9.13,4.27,1,1.67,0.5233
2.78,3.88,3.89,5,11.69,0.4546
2.46,3.76,2.04,1,1.96,0.1985
3.02,8.0,4.43,6,14.51,0.5569
3.13,4.73,4.44,5,13.41,0.4495
2.83,5.5,3.88,7,18.95,0.4416
2.54,5.88,2.22,1,5.13,0.2459
2.79,5.88,4.02,4,9.02,0.3936
3.0,5.92,3.81,7,12.85,0.4807
3.28,6.41,6.41,8,13.83,0.5906
2.93,6.56,2.72,7,12.04,0.4201
2.06,3.16,1.86,3,0.08,0.1679
2.4,5.06,4.45,3,2.02,0.3727
2.45,4.88,2.91,5,11.53,0.3478
3.26,4.18,3.53,3,3.98,0.3342
2.16,2.49,1.84,9,21.25,0.3666
3.93,9.66,9.66,8,20.32,0.8385
2.1,0.48,0.48,0,0.0,0.0
2.69,2.6,0.0,4,8.03,0.2972
3.36,7.36,2.96,6,14.18,0.6225
3.27,3.42,3.74,6,7.89,0.4686
2.85,4.81,2.9,5,12.22,0.3649
3.1,7.45,3.11,3,8.24,0.4673
3.56,5.06,4.88,4,13.29,0.4487
2.9,6.42,3.36,3,9.7,0.4443
2.34,1.7,1.7,0,0.0,0.0
2.36,1.55,3.31,2,6.49,0.4274
2.99,4.6,5.32,1,1.01,0.3423
2.98,6.26,2.42,8,12.67,0.4495
3.54,6.59,4.63,3,7.51,0.5734
3.14,6.14,3.31,1,1.34,0.4352
3.08,4.49,3.37,1,1.18,0.2033
2.39,4.74,2.19,4,12.22,0.2623
2.68,5.18,2.83,5,10.51,0.3431
3.04,6.34,3.71,1,3.59,0.3457
3.07,6.59,4.12,1,3.23,0.3062
3.74,6.08,4.35,5,14.61,0.5603
3.24,4.3,3.32,7,11.42,0.4081
3.31,5.37,4.23,4,12.47,0.4599
3.82,6.57,5.7,3,3.58,0.5036
2.91,5.67,2.62,10,16.73,0.4799
3.41,3.78,3.05,9,16.27,0.4773
3.37,5.61,3.82,5,12.36,0.5249
2.99,5.46,4.17,2,2.67,0.3646
3.47,7.35,7.35,8,15.71,0.6625
3.1,7.21,5.29,2,0.65,0.3025
3.21,6.03,6.03,6,13.06,0.546
2.94,4.89,4.24,4,7.7,0.3445
3.04,7.22,5.42,13,21.15,0.7457
3.62,8.02,3.73,4,14.99,0.6594
2.8,4.68,2.16,10,17.57,0.5704
3.23,5.78,4.93,9,19.39,0.5972
2.76,2.64,0.78,1,3.59,0.2287
3.59,6.27,4.18,14,21.8,0.6723
3.5,6.76,4.57,4,0.6,0.4439
2.46,0.71,1.62,4,5.09,0.2589
2.57,5.48,2.69,9,21.42,0.4873
3.67,8.36,8.36,11,17.71,0.7568
2.75,4.12,4.64,3,10.24,0.4534
2.57,2.83,2.83,0,0.0,0.0
3.03,3.69,3.97,1,2.15,0.236
2.28,2.6,2.7,9,15.5,0.3673
2.88,4.48,4.31,6,16.77,0.5584
2.75,5.69,3.55,2,3.01,0.2868
3.01,4.63,3.37,6,21.67,0.5908
3.05,5.28,3.25,2,2.82,0.3637
3.0,5.45,2.13,4,14.03,0.411
3.97,10.0,5.93,4,9.53,0.6511
2.78,5.77,1.37,12,21.05,0.5036
2.47,3.68,1.48,8,16.14,0.3654
2.51,3.88,3.86,6,21.52,0.3505
3.11,5.85,4.2,3,2.76,0.534
2.75,4.56,1.76,3,8.32,0.3537
2.22,0.76,1.45,4,12.91,0.2082
3.99,7.77,4.41,5,13.75,0.5806
3.2,6.44,3.97,6,16.38,0.526
2.64,6.95,2.01,7,15.82,0.3951
3.44,6.22,4.34,5,17.99,0.5137
3.07,4.27,2.58,8,20.63,0.5622
3.34,7.01,5.23,5,17.02,0.6161
3.83,7.53,5.62,8,16.48,0.6768
3.4,6.21,7.12,4,13.48,0.5945
2.55,4.55,3.83,2,2.66,0.2918
3.37,7.37,5.09,0,0.18,0.1775
2.25,2.82,3.51,5,0.46,0.1627
3.09,4.53,2.83,4,8.06,0.3029
2.81,5.83,3.23,6,16.59,0.4636
3.14,6.75,3.7,8,13.6,0.5093
3.45,7.25,7.25,10,15.51,0.6672
4.0,10.0,6.33,5,12.7,0.711
2.61,3.65,2.81,3,4.63,0.1278
2.64,2.01,1.23,5,17.96,0.4006
2.58,5.34,4.82,6,11.44,0.4357
3.07,6.93,4.14,1,4.17,0.3054
3.19,4.74,2.81,4,0.62,0.4074
2.95,5.06,1.57,0,0.1,0.0512
3.46,6.68,3.99,4,12.63,0.5644
2.56,5.85,4.11,2,1.68,0.2985
2.99,4.65,4.22,3,6.48,0.2792
2.36,2.38,1.62,5,9.95,0.2893
3.36,5.49,3.22,7,15.7,0.5659
2.33,3.31,1.01,11,17.64,0.3675
2.74,3.69,3.69,3,8.37,0.3325
2.3,1.52,1.52,0,0.0,0.0
3.77,7.03,3.8,3,2.84,0.3885
3.15,5.75,5.75,8,12.5,0.5401
2.43,4.43,2.13,11,19.23,0.5105
3.91,9.54,9.54,11,20.08,0.8471
2.61,6.06,3.7,1,2.06,0.3312
3.66,6.88,4.19,6,13.71,0.5249
3.19,5.77,5.77,10,17.24,0.5736
3.55,7.31,5.81,3,9.04,0.5989
2.03,2.0,1.02,7,20.79,0.3973
2.3,2.52,2.7,5,10.18,0.2891
2.43,3.84,3.47,9,15.96,0.4648
2.6,3.35,1.53,11,21.53,0.441
2.09,0.46,0.46,0,0.0,0.0
3.42,4.31,3.35,7,11.83,0.4888
3.25,6.58,5.98,2,7.4,0.429
2.85,5.22,4.06,5,13.24,0.389
2.87,5.52,4.09,11,18.1,0.6387
3.2,8.86,4.78,1,5.82,0.359
3.3,5.36,4.18,9,15.02,0.4381
3.45,7.03,5.02,3,2.06,0.5206
2.77,3.87,3.87,6,8.74,0.3807
2.75,4.3,2.14,7,10.77,0.3806
2.24,3.34,2.49,2,1.04,0.1456
2.68,6.19,2.48,7,17.07,0.4709
2.86,7.39,3.82,5,6.68,0.3975
2.79,4.03,1.45,1,2.34,0.2663
3.27,7.01,4.02,7,21.43,0.646
3.32,6.74,3.95,9,21.49,0.6752
3.24,9.23,5.42,2,3.77,0.4629
3.03,5.03,4.45,5,17.37,0.4458
3.26,4.0,4.39,5,7.81,0.5099
2.28,4.4,2.31,8,20.65,0.4278
3.64,7.27,3.72,1,5.33,0.5304
2.8,5.8,2.59,4,4.98,0.3405
2.42,5.68,3.86,5,17.53,0.4557
2.0,3.29,2.09,1,2.18,0.1625
3.33,6.68,4.49,6,15.47,0.5864
3.59,7.51,2.78,4,8.4,0.4943
2.73,6.04,3.73,3,8.47,0.3818
3.14,6.57,4.78,6,12.6,0.4959
3.17,6.85,3.17,7,10.69,0.4613
3.75,8.69,4.65,2,0.94,0.5216
3.24,7.64,4.34,7,13.93,0.5643
3.21,8.34,4.42,11,20.05,0.7007
2.73,6.23,5.15,3,2.62,0.4227
3.17,5.48,4.57,1,6.0,0.4102
2.47,4.38,3.88,8,16.22,0.3284
3.64,6.45,1.98,2,7.26,0.5246
2.55,5.71,3.88,6,9.59,0.2841
2.56,6.01,2.05,1,1.75,0.2283
2.97,4.59,3.14,2,1.51,0.3609
2.61,5.42,4.99,5,8.64,0.2867
3.15,6.84,5.15,5,8.29,0.4682
2.58,3.79,1.84,11,19.83,0.4638
3.01,5.86,2.93,5,14.79,0.4586
3.55,6.41,4.45,8,20.02,0.6773
2.68,2.9,2.18,4,10.83,0.3743
3.01,5.33,4.75,4,13.78,0.3854
2.62,3.75,3.38,12,20.43,0.4669
2.61,5.32,2.19,3,11.59,0.4105
3.32,4.88,3.25,6,12.54,0.602
2.13,0.66,0.66,0,0.0,0.0
3.42,8.87,5.22,9,15.51,0.6012
3.37,5.83,3.14,4,9.27,0.4428
3.17,8.71,5.54,4,15.45,0.6766
2.13,2.71,2.58,10,17.72,0.3145
3.28,7.25,6.25,4,4.41,0.5829
3.49,7.05,3.83,11,21.03,0.6852
3.08,5.04,6.58,4,11.09,0.4892
2.46,4.45,2.06,2,7.38,0.2313
3.03,6.42,2.91,0,0.12,0.0717
2.97,6.5,3.53,5,0.04,0.3673
2.5,4.21,2.92,2,2.21,0.2547
2.33,1.97,1.72,1,3.21,0.2319
2.28,1.4,1.4,0,0.0,0.0
2.96,6.13,3.25,6,16.4,0.4957
2.7,4.76,0.9,12,20.13,0.4487
2.82,4.3,4.15,4,4.01,0.354
2.45,3.67,2.14,3,5.99,0.2303
3.43,9.08,6.34,5,10.35,0.6563
3.4,5.55,3.35,4,15.2,0.587
3.46,5.4,3.55,9,16.02,0.6248
3.32,5.2,3.71,2,8.8,0.4124
3.56,6.89,5.18,4,7.26,0.5272
3.52,7.93,6.34,4,12.76,0.6385
2.8,3.53,1.98,4,5.24,0.3192
3.47,4.89,3.6,10,20.2,0.4482
3.25,2.17,3.7,9,19.8,0.4132
2.86,4.1,2.04,5,9.67,0.4608
3.02,5.1,2.33,2,1.73,0.2556
2.39,4.15,3.25,3,3.79,0.2541
2.7,3.93,1.98,4,14.58,0.3972
3.33,5.17,4.68,7,18.48,0.5649
