total_projects,total_tasks,hard_tasks,years_at_company,KPI
1,3,3,0.59,0.5
2,7,0,0.3,0.898
1,11,0,0.69,0.6853
2,17,13,3.82,0.4441
1,18,14,3.9,0.4053
2,6,2,1.08,0.8199
2,3,0,0.16,0.9065
1,5,0,0.1,0.82
1,35,7,3.32,0.9938
1,6,0,0.1,0.4826
2,5,0,0.1,0.8541
2,4,0,0.1,0.9147
1,3,1,0.1,0.927
1,6,5,4.65,0.5023
1,19,3,2.54,0.7931
1,4,1,0.52,0.8845
1,3,3,0.56,0.4217
2,4,3,0.29,0.185
1,10,9,0.2,0.1878
1,13,11,1.41,0.4987
1,5,2,0.1,0.2991
1,18,3,0.57,0.853
2,9,5,2.56,0.3622
5,17,4,3.86,0.5537
1,5,4,0.33,0.2524
1,5,3,0.1,0.5227
1,6,0,0.14,0.8817
1,14,7,0.14,0.5696
1,5,0,0.1,0.58
1,3,0,0.1,0.5749
1,3,1,0.1,0.8167
2,9,9,7.16,0.4043
1,6,0,0.1,0.815
2,3,1,0.28,0.4202
2,7,7,2.88,0.4478
1,10,10,0.15,0.4459
1,4,3,0.1,0.1108
3,9,5,2.48,0.3912
5,202,188,10.0,0.6236
4,85,81,5.06,0.6049
1,30,1,0.63,0.7878
1,18,4,2.64,0.8188
1,3,3,0.68,0.3514
1,5,3,0.29,0.4358
2,3,0,0.41,0.4707
1,6,2,0.1,0.7924
1,20,17,1.46,0.4604
1,3,3,0.1,0.5072
1,5,0,0.1,0.9432
1,3,0,0.83,0.9361
1,30,2,0.68,0.7702
1,4,1,0.1,0.4605
1,49,17,4.6,0.7969
3,3,3,0.74,0.3916
1,4,3,0.1,0.4741
1,13,0,0.1,0.9
2,3,0,0.1,0.6098
2,4,1,0.22,0.5353
1,3,0,0.1,0.8976
1,21,10,0.38,0.6536
6,6,5,4.2,0.3872
1,29,22,0.44,0.5283
2,17,6,0.13,0.7271
3,6,4,6.67,0.5528
4,65,47,2.13,0.299
1,9,0,0.1,0.9142
2,3,3,0.4,0.4487
2,3,3,0.14,0.0702
2,3,0,0.26,0.5564
1,3,0,0.1,0.928
2,6,4,6.82,0.6081
4,6,3,3.77,0.413
2,7,7,6.8,0.55
2,3,2,1.03,0.8307
1,16,6,0.72,0.8133
1,8,7,0.1,0.5436
2,3,2,0.72,0.5702
2,10,10,1.65,0.5571
1,3,3,0.1,0.4483
1,12,12,0.74,0.1392
3,4,3,1.72,0.1243
1,18,3,2.05,0.8513
1,8,8,0.18,0.5365
3,4,4,0.36,0.3032
1,9,0,0.1,0.8712
3,55,51,7.15,0.6509
1,6,4,6.98,0.5114
1,7,2,0.1,0.4704
1,41,22,0.29,0.5905
1,9,5,0.1,0.2363
2,18,16,4.54,0.5333
1,3,3,1.7,0.504
2,10,8,0.13,0.3837
1,7,4,0.37,0.2071
1,19,3,0.72,0.8395
1,3,3,0.1,0.4074
1,9,1,0.47,0.5883
1,19,3,1.11,0.8605
1,3,3,0.36,0.4776
1,3,0,0.28,0.8461
1,5,0,0.1,0.6074
3,8,1,0.1,0.5849
1,7,6,0.19,0.1929
1,5,0,0.1,0.4964
1,10,5,0.1,0.1583
1,19,1,0.1,0.7605
1,5,3,0.78,0.5338
1,3,3,1.0,0.3704
2,45,24,3.83,0.4898
1,5,3,0.13,0.0799
2,8,0,0.1,0.8125
2,7,2,1.55,0.8736
1,5,0,0.12,0.3724
1,3,3,0.38,0.4615
2,3,0,1.08,0.9
1,16,0,0.41,0.7136
1,7,1,1.0,0.4521
4,5,2,1.07,0.6525
1,6,2,0.4,0.8333
1,21,2,0.1,0.8128
3,13,1,0.18,0.7648
2,11,0,0.1,0.8398
3,6,0,3.75,0.796
1,22,3,2.65,0.8174
1,5,1,0.1,0.9015
2,5,4,1.29,0.5462
1,20,0,0.35,0.8
1,24,3,3.0,0.9205
1,5,5,0.98,0.4736
1,6,4,0.13,0.3476
1,4,2,0.25,0.4519
6,203,189,10.0,0.5384
2,9,6,7.05,0.5457
1,3,2,0.1,0.5043
1,3,0,0.1,0.613
1,7,2,4.0,0.7117
1,11,5,0.26,0.6306
2,3,3,0.12,0.2975
1,28,21,4.02,0.5554
2,32,17,0.52,0.4207
1,3,3,0.12,0.1431
1,13,8,0.6,0.5539
2,4,2,0.1,0.8635
1,4,4,0.1,0.2752
1,5,3,0.33,0.4494
1,13,10,0.37,0.1855
1,13,13,0.48,0.4835
4,58,4,3.86,1.0
1,6,0,0.17,0.9
1,9,4,3.95,0.3913
1,3,0,0.14,0.4513
2,5,1,0.15,0.6767
1,7,0,0.1,0.8217
1,16,2,0.42,0.723
6,23,20,9.42,0.5158
1,7,6,1.12,0.558
1,4,3,0.6,0.5588
1,3,1,0.16,0.8879
2,15,13,4.29,0.4613
2,23,8,1.12,0.7827
2,3,1,0.1,0.7452
1,15,3,4.06,0.8916
6,18,5,3.8,0.6133
3,12,10,4.33,0.5183
2,4,4,0.28,0.2157
2,8,8,0.1,0.2505
1,6,3,0.36,0.225
2,9,5,0.1,0.1051
2,23,23,0.86,0.2105
1,9,4,0.23,0.63
2,3,1,0.29,0.5775
3,8,0,3.93,0.8252
1,10,6,1.9,0.5782
1,3,0,0.1,0.6333
1,10,8,0.16,0.2326
3,16,3,0.31,0.7611
1,3,1,0.41,0.68
1,21,21,0.73,0.4619
1,17,2,0.1,0.6851
1,4,0,0.1,0.8282
1,3,0,0.31,0.7998
1,23,23,1.54,0.5185
2,42,10,1.07,1.0
8,18,15,4.84,0.4438
1,6,5,0.1,0.2475
2,9,6,0.19,0.4229
2,6,0,0.18,0.8994
2,5,4,0.1,0.4719
2,5,3,0.1,0.1137
2,7,0,0.1,0.4441
1,3,0,0.26,0.8812
2,101,97,8.91,0.5093
1,4,4,6.71,0.6113
1,6,2,0.12,0.4582
1,3,2,0.1,0.544
2,12,11,7.0,0.3577
1,9,5,0.3,0.5667
1,9,2,0.23,0.5315
1,16,15,0.2,0.544
1,25,1,0.77,0.73
4,23,22,9.33,0.5216
1,10,2,2.73,0.9305
1,32,32,6.72,0.63
1,6,5,0.38,0.5524
2,4,3,1.87,0.3625
3,15,5,3.62,0.5769
1,14,8,0.1,0.5329
1,10,8,0.48,0.3872
1,31,1,0.88,0.772
1,20,6,0.85,0.8213
1,31,31,2.55,0.4768
1,9,2,0.1,0.4728
5,20,20,8.94,0.537
1,13,5,0.2,0.6617
2,20,15,4.61,0.5335
1,5,2,0.53,0.4672
1,5,3,0.48,0.4756
2,42,38,3.21,0.6062
7,17,15,4.91,0.4727
1,6,1,0.51,0.8583
1,3,3,0.7,0.3516
1,17,4,0.44,0.392
1,8,7,0.54,0.4312
1,3,0,0.1,0.9
1,6,2,1.11,0.2319
3,5,0,3.6,0.6243
1,14,13,0.23,0.2696
1,3,0,0.3,0.8831
1,9,7,0.1,0.3642
1,3,1,0.12,0.8718
2,8,1,3.97,0.7908
1,5,3,0.12,0.19
1,6,5,0.49,0.3769
1,8,3,0.86,0.6583
1,24,4,3.0,0.9013
1,3,0,0.46,0.7667
2,6,2,0.33,0.6071
1,3,3,0.1,0.306
1,14,0,0.13,0.8714
1,3,3,0.11,0.514
1,3,0,0.1,0.8252
1,5,0,0.24,0.6063
1,4,2,0.26,0.1661
1,20,19,3.37,0.5491
3,6,1,2.9,0.9444
2,10,3,0.1,0.545
3,24,23,0.61,0.1845
1,10,0,0.16,0.6238
1,13,5,0.13,0.65
1,18,16,0.42,0.5273
1,11,5,2.19,0.4177
1,4,1,0.1,0.4506
1,18,14,3.6,0.506
2,5,5,6.75,0.55
1,4,0,0.29,0.6338
2,19,1,0.13,0.8901
3,5,4,0.17,0.3034
1,19,7,0.34,0.442
1,12,6,1.71,0.8365
1,6,6,0.1,0.5
1,5,4,5.01,0.5524
1,3,3,0.1,0.5906
2,8,0,0.14,0.7167
2,10,4,2.57,0.4501
2,3,0,0.26,0.7581
1,14,2,1.16,0.8643
3,6,4,0.16,0.3779
1,4,1,0.76,0.862
3,9,1,1.5,0.854
2,4,3,0.1,0.3561
1,11,0,0.16,0.8569
1,5,2,0.1,0.8368
2,7,3,0.15,0.3497
3,8,7,3.15,0.4517
2,24,7,0.1,0.4521
1,4,0,3.08,0.8972
1,43,9,0.9,0.9184
1,3,0,0.71,0.9203
2,51,18,4.51,0.7801
1,11,7,0.1,0.6144
1,46,7,1.15,0.7492
2,7,4,0.1,0.4118
1,38,38,1.71,0.62
2,5,5,0.1,0.4445
1,13,11,0.33,0.4645
1,5,0,0.14,0.4652
1,17,6,0.1,0.4353
1,9,2,0.1,0.4261
1,7,0,0.2,0.8612
2,25,6,0.5,0.756
3,19,16,4.61,0.5194
1,9,0,0.57,0.7058
1,10,10,0.1,0.464
2,57,56,0.74,0.5981
1,7,0,0.1,0.5
1,31,16,0.71,0.4592
3,8,8,3.04,0.5658
1,3,1,0.96,0.8303
2,4,0,0.53,1.0
1,3,2,0.1,0.5856
1,3,3,0.44,0.5168
